"Pesquisador_Responsável","Pesquisadores_Associados","Pesquisadores_Principais","Cidade","Instituições_no_Exterior","Área_do_Conhecimento","Data_de_Início","Data_de_Término"
"Luis Carlos Pasquale Rosa","Beatriz Vidigal Xavier da Silveira Rosa - Cleyton Fernandes Ferrarini","Leonardo Shintio Kuniyoshi, Nilson Cristino da Cruz","Sorocaba","","Oceanografia","4/1/2017","3/31/2019"
"José Francisco Marciano Motta","","","São Paulo","","Engenharia de Minas","4/1/2017","3/31/2019"
"Francisco Luiz Biazini Filho","José Vidal Bellinetti","Athos Bulgari","Cotia","","Planejamento Urbano e Regional","3/1/2017","2/29/2020"
"Celso Tomazin Junior","","","Piracicaba","","Química","3/1/2017","5/31/2019"
"Rafael Fernando dos Santos","Cleunice Auxiliadora Fialho - Cyntia Ludovico Martins - Miguel Ángel Aires Borrás - Sarita Bonagurio Gallo - Victor Breno Pedrosa","Felipe Santiago Santos","Botucatu","","Zootecnia","3/1/2017","11/30/2017"
"Rafael Nogueira Bonifacio","","","São Paulo","","Engenharia Química","3/1/2017","2/28/2018"
"Carlos Eduardo Junqueira Fonseca","","","Ribeirão Preto","","Medicina Veterinária","3/1/2017","5/31/2019"
"Michelle Matos Horta Tenca","","","São Carlos","","Engenharia Aeroespacial","3/1/2017","6/30/2018"
"Afonso Celso Medina","Marco Aurélio de Mesquita - Paulo Eigi Miyagi","Leonardo Chwif","São Caetano do Sul","","Engenharia de Produção","3/1/2017","11/30/2017"
"Lucas Fernandes Brunialti","Clodoaldo Aparecido de Moraes Lima - Francisco Nogueira Calmon Sobral - Sarajane Marques Peres","Amílcar Soares Júnior, Diogo Eiji Suguimoto, Felipe Fill Cardoso, Gustavo Vilela Momenté, Nathalia Alves Cordeiro Barbosa, Rafael Bernardo dos Santos, Rodrigo Gouvea Mourad","São Paulo","","Ciência da Computação","3/1/2017","8/31/2019"
"Arthur Sequeira Aikawa","","Matheus Barros Manini","São Paulo","","Engenharia Elétrica","3/1/2017","11/30/2017"
"Carolina Caliári Oliveira","Maria Beatriz Puzzi - Paula Tavares Colpas","","Ribeirão Preto","","Medicina","3/1/2017","2/29/2020"
"Claudio Caiani Spanó","Bruno Cesar Soriani - Cleber Caiani Spanó - Eduardo Gonçalves Melero","","São Paulo","","Probabilidade e Estatística","3/1/2017","5/31/2020"
"Carla Maria Nascimento Polo da Fonseca","","","Valinhos","","Química","3/1/2017","8/31/2019"
"Alexandre Capucho","Wender de Souza Rodrigues","","Sertãozinho","","","3/1/2017","9/30/2019"
"Sérgio Fausto Rizzi Rocha","","","Itu","","Agronomia","3/1/2017","2/29/2020"
"Flavio Faria","","","Campinas","","Engenharia Elétrica","3/1/2017","12/31/2018"
"Caio Margarido Moreira","João Pereira Leite - Marco Antonio Di Bonifacio - Victor Cavallari Souza","","Ribeirão Preto","","","3/1/2017","11/30/2017"
"Ana Lígia Buzolin","Flavio Mavignier Cárcano - Marcos Tadeu dos Santos - Mariana Andozia Morini - Wesley Justino Magnabosco","","Ribeirão Preto","","Genética","3/1/2017","5/31/2018"
"Edson Borges Junior","Amanda Setti Raize - Daniela Paes de Almeida Braga Mattar - Murilo Vieira Geraldo - Rita de Cássia Savio Figueira","","São Paulo","","Medicina","3/1/2017","11/30/2017"
"Vinícius Mourão Alves de Souza","Aline Colares Do Vale - André Gustavo Maletzke - Diego Furtado Silva","Rafael Alves de Souza, Rafael Geraldeli Rossi","São Carlos","","Ciência da Computação","3/1/2017","11/30/2017"
"Maria Luisa Lopes de Faria","","","São Paulo","","","3/1/2017","11/30/2017"
"Cleber Jose Soares","","","Itapira","","Geociências","3/1/2017","2/29/2020"
"Thiago Archangelo Freato","José Eurico Possebon Cyrino","","Piracicaba","","","2/1/2017","3/31/2018"
"Robson Fernandes Cruz","","Karen Lopes Almeida","São Paulo","","Engenharia Química","2/1/2017","7/31/2020"
"Erica Naomi Oiye","Rodrigo de Castro Baker Botelho - Tiago Priolli Monteiro","","São Paulo","","Química","2/1/2017","12/31/2017"
"Fabio Rogério Piva","Eduardo Alves Do Valle Junior - Mauricio Lisboa Perez - Rafael de Oliveira Werneck","Allysson Flavio Melo de Oliveira, Fernanda Alcântara Andaló, Orlando Volpato Filho","Campinas","","Ciência da Computação","2/1/2017","10/31/2017"
"Sérgio Fernando Tadeu","","","Santos","","Engenharia Civil","2/1/2017","2/28/2018"
"Ana Luiza Scarano Aguillera Forte","Maria José Vieira Fonseca","","Ribeirão Preto","","Farmácia","2/1/2017","2/28/2018"
"Ivano José Cunha","","","Santa Bárbara D'Oeste","","Engenharia Elétrica","2/1/2017","3/31/2018"
"Arnaud Christophe Pierre Marie Colin","","Arnaud Christophe Pierre Marie Colin","São José dos Campos","","Engenharia Elétrica","2/1/2017","10/31/2017"
"Renato Sano Coelho","","","Campinas","","","2/1/2017","11/30/2017"
"Jansen de Araujo","Edison Luiz Durigon","","São Paulo","","Recursos Pesqueiros e Engenharia de Pesca","2/1/2017","11/30/2018"
"Mário Sandro Francisco da Rocha","Anderson Alves de Oliveira","","Diadema","","Engenharia Elétrica","2/1/2017","1/31/2018"
"Danielle Bruna Leal de Oliveira","Roxane Maria Fontes Piazza - Viviane Fongaro Botosso","Edison Luiz Durigon, Luis Carlos de Souza Ferreira","Itu","","Microbiologia","2/1/2017","9/30/2019"
"Flavio de Castro Alves Filho","","","Campinas","","Engenharia Elétrica","2/1/2017","2/28/2019"
"Alex Lopes de Oliveira","","","São Paulo","","Engenharia de Transportes","2/1/2017","10/31/2017"
"Nilton Dias Borrego","","","Jacareí","","Engenharia Elétrica","2/1/2017","7/31/2019"
"Luciano Foianesi","","","São José dos Campos","","Engenharia Mecânica","2/1/2017","5/31/2018"
"Paulo Cesar Ceragioli","","","São José dos Campos","","Engenharia Mecânica","2/1/2017","1/31/2018"
"William Robert Heinrich","","","Campinas","","Engenharia Elétrica","2/1/2017","6/30/2019"
"Amir Hossein Omidvar","","Guilherme Rinaldo","Santo André","","Engenharia Biomédica","2/1/2017","12/31/2017"
"Daniela Baumann Cornelio","","","São Paulo","","Saúde Coletiva","2/1/2017","7/31/2018"
"Celio Costa Vaz","","","São José dos Campos","","Engenharia Aeroespacial","2/1/2017","7/31/2019"
"Danilo Aparecido Rodrigues","Rodrigo de Sousa Pissardini","","São Paulo","","Geociências","2/1/2017","10/31/2017"
"Patricia Agnes Pereira da Silva","Claudia Maisa Pereira da Silva - Renata de Cássia Ferreira Silva","","São José dos Campos","","Engenharia Mecânica","2/1/2017","1/31/2018"
"Nelis Evangelista Luiz","","","São Paulo","","Engenharia de Produção","2/1/2017","7/31/2019"
"João Donato Scorvo Filho","","","Riolândia","","Recursos Pesqueiros e Engenharia de Pesca","2/1/2017","1/31/2019"
"Luiz Carlos Barbosa","","","Campinas","","Física","2/1/2017","7/31/2019"
"Amanda Luizetto dos Santos","Cristina Aparecida Diagone Fontana de Souza - Thiago Cardoso Cruz","","São Carlos","","Física","2/1/2017","12/31/2019"
"Marco Antonio Barboza","","","Campinas","","Engenharia Mecânica","2/1/2017","1/31/2020"
"Camilo Rodegheri Mendes dos Santos","","","São Paulo","","Engenharia Elétrica","2/1/2017","1/31/2019"
"Nilton Silva","","","São Paulo","","Geociências","1/1/2017","12/31/2018"
"Luana Soares Jorge","Daniel Alexandre Baptista Bonifacio","","São Paulo","","Engenharia Nuclear","1/1/2017","11/30/2017"
"Vanessa Villanova Kuhnen","Aline Binato Neufeld - Fosca Pedini Pereira Leite - Jonas Rodrigues Leite","Eduardo Gomes Sanches","Santana de Parnaíba","","Recursos Pesqueiros e Engenharia de Pesca","12/1/2016","8/31/2017"
"Maria Amélia Villela Oliva Dotta","","","São Carlos","","Bioquímica","12/1/2016","3/31/2019"
"Victor Antonio Cacciacarro Lincoln","Mardoqueu Martins da Costa","","São Carlos","","Engenharia Elétrica","12/1/2016","11/30/2018"
"Fernanda Toledo Bastos Guandalini","Danilo Aparecido Rodrigues","Marcos Guandalini","São Paulo","","Geociências","12/1/2016","2/28/2018"
"Marcílio José Caetano","Diener Volpin Ribeiro Fontoura - Muriel Fabricio dos Santos","Vilmar Rodrigues de Sousa Júnior","Campinas","","","12/1/2016","8/31/2017"
"Henrique Finocchio","","Bruno Perlatti","São Carlos","","Engenharia de Materiais e Metalúrgica","12/1/2016","12/31/2017"
"Glauco Todesco","","","Sorocaba","","Ciência da Computação","12/1/2016","11/30/2018"
"Paola Jocelan Scarin Provazzi","Bruno Moreira Carneiro - Caroline Measso Do Bonfim - Cintia Bittar Oliva","","São José do Rio Preto","","Microbiologia","12/1/2016","9/30/2017"
"Marino Arpino","","","Santo André","","Engenharia Mecânica","12/1/2016","1/31/2020"
"Claudio Adriano Policastro","","","São Carlos","","Ciência da Computação","12/1/2016","8/31/2017"
"Peky Maida Noriega Salazar","","","São Paulo","","Farmácia","12/1/2016","11/30/2018"
"Flávio Pascoal Vieira","","","São Carlos","","Engenharia Biomédica","11/1/2016","4/30/2019"
"Guilherme Corrêa Sereghetti","","","Botucatu","","Planejamento Urbano e Regional","11/1/2016","7/31/2017"
"Marcelo Prado","","","São Carlos","","Saúde Coletiva","11/1/2016","7/31/2017"
"Marcelo Cerulli","Alexandre Do Prado Matias","","São Paulo","","Engenharia Biomédica","11/1/2016","7/31/2017"
"Rosana Maria Alberici Oliveira","Daniel Barrera Arellano - Gislaine Chrystina Nogueira de Faria - Mary Ann Foglio - Renata Vardanega","Marcos Nogueira Eberlin, Maria Angela de Almeida Meireles Petenate","Campinas","","Farmácia","11/1/2016","10/31/2018"
"Otavio Santos Cupertino Durão","Nelson Jorge Schuch","Celso Benedito Ribeiro, Gilberto Rigobello","São José dos Campos","","Engenharia Aeroespacial","11/1/2016","7/31/2017"
"KAREL NEGRIN NAPOLES","","","Campinas","","Química","11/1/2016","10/31/2018"
"Luciano Tanz","","","Ferraz de Vasconcelos","","Engenharia Aeroespacial","11/1/2016","10/31/2019"
"Pilar Rodriguez de Massaguer","Alessandra Regina da Silva","","Campinas","","Ciência e Tecnologia de Alimentos","11/1/2016","6/30/2018"
"Marlene Guidi Braga","","","São Paulo","","","11/1/2016","2/28/2017"
"Maria Aparecida Miyuki Nakamura","","Camila Cestaro de Almeida","São Paulo","","Engenharia Biomédica","11/1/2016","10/31/2019"
"André de Souza Carvalho","","Luiz Alberto Colnago","São Carlos","","Química","11/1/2016","4/30/2019"
"Camillo Del Cistia Andrade","","","Ribeirão Preto","","Medicina Veterinária","11/1/2016","5/31/2019"
"Renata Morelli de Andrade","José Maurício Simões Bento","","Piracicaba","","Zoologia","11/1/2016","7/31/2017"
"Leandro Agostini Do Amaral","Marcos Hortes Nisihara Chagas - Paula Costa Castro - Renata Pontin de Mattos Fortes - Thiago Jabur Bittar","","São Carlos","","Ciência da Computação","11/1/2016","9/30/2017"
"Marcos Guandalini","Danilo Aparecido Rodrigues","","São Paulo","","Geociências","11/1/2016","10/31/2017"
"Cláudio Eduardo Bacci Martins","Alexandre Alvaro - Fernando Hiroshi Endo - Paulo Tadeu Matheus de Camargo - Wanderley Brilhante Junior","","Sorocaba","","Ciência da Computação","10/1/2016","6/30/2017"
"Conrado Porto Lopes Gouvêa","","","Campinas","","Ciência da Computação","10/1/2016","6/30/2018"
"Bruno Avena de Azevedo","","","São José dos Campos","","Engenharia Aeroespacial","10/1/2016","9/30/2018"
"Michelle Bueno Garcia","","","São José dos Campos","","Recursos Florestais e Engenharia Florestal","10/1/2016","9/30/2018"
"John Fred Katz","","","São Paulo","","Genética","10/1/2016","3/31/2019"
"Clovis Isberto Biscegli","","","São Carlos","","Engenharia Elétrica","10/1/2016","9/30/2018"
"Dilson Sadanobu Tsurumaki","","","São José dos Campos","","Engenharia de Materiais e Metalúrgica","10/1/2016","9/30/2018"
"Zvi Yizhaq Rosenblum","","","São José dos Campos","","Engenharia Elétrica","10/1/2016","12/31/2018"
"Rodrigo Aznar Mendes","","","Rancharia","","Engenharia Elétrica","10/1/2016","9/30/2018"
"Ailton de Assis Queiroga","","","São José dos Campos","","Engenharia Elétrica","10/1/2016","9/30/2018"
"Rafael Tadeu Benedito de Oliveira Roman Luques","","","Alumínio","","Ciência e Tecnologia de Alimentos","10/1/2016","9/30/2018"
"Diogo Ponte Lauda","","","São José dos Campos","","Engenharia Mecânica","10/1/2016","9/30/2018"
"José Caruso Gomes","","","Campinas","","","10/1/2016","10/20/2018"
"Gustavo de Castro Hissi","","","São José dos Campos","","Ciência da Computação","10/1/2016","5/31/2018"
"Otavio Busnardo","","","Campinas","","Engenharia Elétrica","10/1/2016","3/31/2019"
"Juliana Vieira Alberice","","","São Carlos","","Química","10/1/2016","8/31/2017"
"Amanda Bernardes Muniz","Maria Amélia Villela Oliva Dotta","","São Carlos","","Bioquímica","10/1/2016","10/31/2017"
"Leonardo Mendes Nogueira","","","São José dos Campos","","Engenharia Aeroespacial","10/1/2016","6/30/2019"
"Leonardo Mendes Nogueira","","","São José dos Campos","","Engenharia Aeroespacial","10/1/2016","12/31/2018"
"Roberto Alves Gallo Filho","","","Campinas","","Ciência da Computação","10/1/2016","3/31/2018"
"Leonardo Oliveira de Freitas e Souza","","","São Paulo","","Engenharia Elétrica","10/1/2016","8/31/2018"
"Daniel Cukier","","","São Paulo","","Ciência da Computação","10/1/2016","3/31/2019"
"Marcio Calixto Cabral","","","São Paulo","","Ciência da Computação","10/1/2016","9/30/2018"
"César Benedito Batistella","","","Rafard","","Farmácia","10/1/2016","9/30/2018"
"Estácio Terui","","","Sorocaba","","Engenharia Elétrica","10/1/2016","11/30/2018"
"Luciana Conrado Martins","Adriana Mortara Almeida","","São Paulo","","Museologia","10/1/2016","6/30/2017"
"Domingo Marcolino Braile","","","São José do Rio Preto","","Engenharia Biomédica","10/1/2016","9/30/2019"
"Daniela Francisca Gigo Cefaly","","","São Carlos","","Odontologia","10/1/2016","9/30/2018"
"Marcelo Roncoletta","","","Jaboticabal","","Medicina Veterinária","10/1/2016","9/30/2018"
"Fabiano Vieira Vilhena","","","São José dos Campos","","Odontologia","10/1/2016","9/30/2018"
"Wolnei Garrido","","","Santo André","","Engenharia Mecânica","10/1/2016","9/30/2019"
"Saulo Frossard","","","São José dos Campos","","Engenharia Mecânica","10/1/2016","5/31/2019"
"Cesar Augusto Damato","","","São José dos Campos","","Engenharia Aeroespacial","10/1/2016","9/30/2018"
"Liliana Burakowski","","","São José dos Campos","","Engenharia de Materiais e Metalúrgica","10/1/2016","3/31/2019"
"Marcos Massi","","","São José dos Campos","","Engenharia Aeroespacial","10/1/2016","6/30/2019"
"Juliana Issa Hori","Franciane Marquele de Oliveira - Thiago Mattar Cunha","","Ribeirão Preto","","Imunologia","9/1/2016","5/31/2017"
"Marco Antonio Pereira","","","São Carlos","","Ciência da Computação","9/1/2016","2/28/2019"
"Nathalia de Campos Rodrigues","","","São Carlos","","Bioquímica","9/1/2016","8/31/2018"
"Felipe Murai Chagas","","Mario Luiz Mascagni","São Paulo","","Oceanografia","9/1/2016","8/31/2018"
"Patricia de Campos Pieri","Antonio Marcondes Lerario - Danuza Rossi","Raul Torrieri","São Paulo","","Genética","9/1/2016","5/31/2017"
"Edgar Borges de Oliveira Junior","","","São Paulo","","Medicina","9/1/2016","5/31/2017"
"Danielle Matsumoto","Antonio Carlos Silva Costa Teixeira - José Luís de Paiva - Roberto Guardani - Thiago Lewis Reis Hewer","Leonardo Almeida Diniz","Mogi Guaçu","","Engenharia Química","9/1/2016","8/31/2017"
"Rogério Junqueira Machado","","Ernesto Freire Pichler","São Paulo","","Engenharia de Transportes","9/1/2016","10/31/2018"
"Suleiman Jose Hassuani","","","Piracicaba","","Engenharia Mecânica","9/1/2016","11/30/2017"
"Luiz Fernando Mendes","Giovani Leone Zabot - Gislaine Chrystina Nogueira de Faria - Maria Angela de Almeida Meireles Petenate - Rafael Frascino Cassaro","","São Paulo","","Ciência e Tecnologia de Alimentos","9/1/2016","8/31/2018"
"José Caruso Gomes","","","Campinas","","","9/1/2016","1/31/2019"
"Jaci Mendes Vieira","Aloisio Coelho Junior","","Araras","","Agronomia","9/1/2016","7/31/2017"
"George Heiki Yoshizawa","","","Campinas","","Engenharia Elétrica","9/1/2016","2/28/2019"
"Mariana de Oliveira Diniz","Luis Carlos de Souza Ferreira","","São Paulo","","Imunologia","9/1/2016","5/31/2017"
"Deusdedit Lineu Spavieri Junior","","Gustavo Henrique Frigieri Vilela, Rodrigo de Albuquerque Pacheco Andrade, Sergio Mascarenhas Oliveira","São Carlos","","Engenharia Biomédica","9/1/2016","8/31/2018"
"Leandro Silva Pereira","","Gustavo Rossini Schio","Campinas","","Engenharia Elétrica","9/1/2016","6/30/2019"
"Mário Gonçalves Garcia Júnior","","","Santo André","","Engenharia de Materiais e Metalúrgica","9/1/2016","5/31/2019"
"Fernando Antonio Beltrame","","","São Paulo","","Engenharia Sanitária","9/1/2016","5/31/2017"
"Lisane Valdo","","","Santo André","","Medicina","9/1/2016","8/31/2018"
"Josegueri Celeri","Celeste Paola D'Alessandro - Italo Delalibera Júnior - Juliana Patricia Braga - Leandro Monteiro Poliselli","","Barretos","","Agronomia","9/1/2016","5/31/2017"
"Willian Kopp","","","São Carlos","","Engenharia Química","9/1/2016","8/31/2018"
"Fellipe Saldanha Garcia","","Marcos Ferretti","Campinas","","Engenharia Elétrica","9/1/2016","5/31/2017"
"Rodrigo Carareto","","Guilherme Barroso Mainieri","São Paulo","","Engenharia de Produção","8/1/2016","4/30/2017"
"Moacir Messias de Araujo Junior","","Valéria Del Nery","São Carlos","","Engenharia Sanitária","8/1/2016","7/31/2019"
"Adriano de Vasconcellos","Jose Geraldo Nery","Alex Silva Paula","São José do Rio Preto","","Engenharia Química","8/1/2016","4/30/2017"
"Frederico Carlos Moraes da Rocha","Frederico José Gueiros Filho","","Santana de Parnaíba","","Microbiologia","8/1/2016","4/30/2017"
"Fernando de Souza Cabral da Fonseca","","","São José dos Campos","","Engenharia Elétrica","8/1/2016","4/30/2017"
"Alessandra Aparecida Vireque","","","Ribeirão Preto","","Medicina Veterinária","8/1/2016","8/31/2019"
"Plínio Roberto Souza Vilela","","","Campinas","","Ciência da Computação","8/1/2016","7/31/2018"
"Joni Juliano Gomes","Alisson Antonio Gallo","","São Carlos","","Engenharia Mecânica","8/1/2016","8/31/2018"
"Edgar Rodolfo Rondán Sanabria","Roberto Chura Chambi","","São Paulo","","Geociências","8/1/2016","6/30/2017"
"Milton Flavio de Macedo","André Luiz Jardini Munhoz - Cecilia Amelia de Carvalho Zavaglia - Marcos Akira d'Ávila - Paulo Kharmandayan - Rubens Maciel Filho","","Jundiaí","","Engenharia Mecânica","8/1/2016","4/30/2017"
"Paulo Gurgel Pinheiro","","","Campinas","","Engenharia Elétrica","8/1/2016","4/30/2017"
"José Hiroki Saito","","","Bragança Paulista","","Ciência da Computação","8/1/2016","7/31/2017"
"Ronald Annoni Junior","","","São José dos Campos","","Ciência da Computação","8/1/2016","2/20/2018"
"Leila Keiko Canegusuco Jansen","","","São Paulo","","Engenharia de Materiais e Metalúrgica","7/1/2016","3/31/2017"
"Antonio Carlos Oliveira Júnior","Anderson Fraiha Machado","","Sorocaba","","Engenharia Sanitária","7/1/2016","3/31/2017"
"Rafael Vicente de Padua Ferreira","Rafael Rodrigo da Silva","Mauricio Cesar Palmieri","São Paulo","","Engenharia Química","7/1/2016","5/31/2017"
"Walter Americo Arellano Espinoza","","","São Paulo","","Geociências","7/1/2016","5/31/2017"
"Fernando Hiroshi Endo","Alexandre Alvaro - Paulo Tadeu Matheus de Camargo","","Sorocaba","","Engenharia Elétrica","7/1/2016","3/31/2017"
"Samara Eberlin","Elson Longo da Silva - Valéria Moraes Longo","Michelle Sabrina da Silva","Valinhos","","Farmácia","7/1/2016","3/31/2017"
